Phase1,Phase2
0.04873037338256836,0.043443918228149414
0.03763008117675781,0.04643368721008301
0.044408559799194336,0.06891107559204102
0.04460954666137695,0.06931257247924805
0.04460620880126953,0.06934523582458496
0.044805288314819336,0.06937074661254883
0.04467582702636719,0.06945228576660156
0.04442858695983887,0.06938600540161133
0.04460716247558594,0.06958770751953125
0.04480409622192383,0.06931257247924805
0.03837466239929199,0.06754684448242188
0.04466080665588379,0.06863117218017578
0.04469132423400879,0.0690767765045166
0.04466867446899414,0.06922268867492676
0.044707536697387695,0.06927680969238281
0.044681549072265625,0.06946253776550293
0.04467439651489258,0.06942605972290039
0.044693708419799805,0.06944489479064941
0.04462003707885742,0.06946015357971191
0.044759511947631836,0.06941390037536621
0.04439973831176758,0.0691690444946289
0.03763985633850098,0.06808757781982422
0.03998231887817383,0.06868505477905273
0.04460906982421875,0.06913137435913086
0.04459404945373535,0.06928324699401855
0.04434466361999512,0.06953263282775879
0.04464435577392578,0.06940245628356934
0.044719696044921875,0.06949377059936523
0.04474973678588867,0.06923961639404297
0.039031267166137695,0.06988739967346191
0.04447674751281738,0.0695180892944336
0.044588327407836914,0.06958866119384766
0.04461860656738281,0.06954598426818848
0.044840097427368164,0.06951212882995605
0.04457879066467285,0.06944894790649414
0.04476571083068848,0.06947779655456543
0.04452800750732422,0.06949758529663086
0.04477715492248535,0.06944155693054199
0.044484853744506836,0.0696568489074707
0.03910183906555176,0.06961297988891602
0.04473471641540527,0.07019209861755371
0.04460859298706055,0.06937837600708008
0.044739484786987305,0.06923866271972656
0.04465937614440918,0.06980395317077637
0.044823408126831055,0.06933879852294922
0.04457664489746094,0.06931853294372559
0.044732093811035156,0.06939339637756348
0.04452109336853027,0.06931138038635254
0.04449868202209473,0.06964898109436035
0.044548749923706055,0.06969308853149414
0.03901863098144531,0.06978726387023926
0.044121742248535156,0.06989598274230957
0.04426836967468262,0.06970334053039551
0.04465198516845703,0.06980061531066895
0.044774770736694336,0.0698235034942627
0.04471898078918457,0.06936454772949219
0.04459404945373535,0.06947112083435059
0.03474092483520508,0.06955099105834961
0.041274309158325195,0.06855368614196777
0.040044307708740234,0.06905364990234375
0.04467201232910156,0.06920790672302246
0.04457998275756836,0.06941032409667969
0.0447232723236084,0.06946992874145508
0.04450726509094238,0.0694892406463623
0.044521331787109375,0.06944894790649414
0.044836997985839844,0.06930732727050781
0.039072513580322266,0.04667019844055176
0.04092597961425781,0.062376976013183594
0.04464912414550781,0.06911444664001465
0.044487714767456055,0.06940007209777832
0.04488420486450195,0.06935501098632812
0.04476356506347656,0.06936025619506836
0.04473471641540527,0.06945490837097168
0.04479098320007324,0.0693056583404541
0.04460477828979492,0.06944942474365234
0.0450589656829834,0.06919121742248535
0.044841766357421875,0.0690765380859375
0.04452395439147949,0.06939315795898438
0.04501652717590332,0.06937336921691895
0.04474997520446777,0.06918978691101074
0.03843379020690918,0.0697791576385498
0.03968048095703125,0.06974411010742188
0.04474067687988281,0.06948161125183105
0.044634342193603516,0.06946468353271484
0.04477119445800781,0.06948423385620117
0.044851064682006836,0.06941413879394531
0.044645071029663086,0.06934261322021484
0.04479408264160156,0.06937432289123535
0.044832706451416016,0.06927227973937988
0.04491782188415527,0.06949377059936523
0.03867697715759277,0.06971597671508789
0.03770732879638672,0.06835246086120605
0.04462385177612305,0.06883382797241211
0.04476332664489746,0.06915450096130371
0.044782161712646484,0.06908726692199707
0.044768571853637695,0.06917810440063477
0.04479265213012695,0.06938052177429199
0.044687747955322266,0.06934261322021484
0.04480576515197754,0.06933975219726562
0.03843116760253906,0.06974101066589355
0.04361772537231445,0.06756019592285156
0.04448986053466797,0.06873536109924316
0.04468822479248047,0.0691843032836914
0.04456925392150879,0.06921148300170898
0.04478120803833008,0.0694742202758789
0.04444479942321777,0.06935882568359375
0.044966936111450195,0.06934523582458496
0.038799285888671875,0.06974196434020996
0.04139995574951172,0.06897950172424316
0.04482269287109375,0.06920003890991211
0.044779300689697266,0.0692598819732666
0.04448270797729492,0.06939148902893066
0.04472827911376953,0.06945061683654785
0.04472613334655762,0.06930851936340332
0.04466390609741211,0.06956791877746582
0.04462122917175293,0.06938481330871582
0.04473423957824707,0.06936192512512207
0.03865337371826172,0.07004070281982422
0.0434269905090332,0.0700998306274414
0.044999122619628906,0.0696713924407959
0.044644832611083984,0.06962299346923828
0.04468131065368652,0.06959939002990723
0.04457235336303711,0.06960272789001465
0.04478716850280762,0.0694725513458252
0.0446932315826416,0.06935429573059082
0.04463362693786621,0.06959986686706543
0.03919506072998047,0.06954288482666016
0.044269561767578125,0.06980109214782715
0.044741153717041016,0.0701303482055664
0.04468584060668945,0.06934475898742676
0.04466986656188965,0.06935405731201172
0.04465436935424805,0.06935834884643555
0.044831275939941406,0.06945204734802246
0.04481053352355957,0.06947469711303711
0.044754743576049805,0.06915760040283203
0.0383000373840332,0.07013869285583496
0.040122032165527344,0.06951022148132324
0.044564247131347656,0.06968545913696289
0.0447390079498291,0.06950855255126953
0.04456496238708496,0.06936025619506836
0.044779062271118164,0.06958746910095215
0.044655561447143555,0.06953573226928711
0.04469704627990723,0.0694725513458252
0.04467177391052246,0.06935882568359375
0.03870415687561035,0.06983661651611328
0.0441591739654541,0.06267476081848145
0.04471635818481445,0.04319643974304199
0.04471325874328613,0.0691983699798584
0.044412851333618164,0.06937789916992188
0.04469656944274902,0.06941771507263184
0.04471945762634277,0.06935763359069824
0.04468798637390137,0.06920194625854492
0.044568538665771484,0.06945443153381348
0.044610023498535156,0.0695195198059082
0.038730621337890625,0.0700078010559082
0.03868603706359863,0.058416128158569336
0.04503464698791504,0.06821537017822266
0.044861555099487305,0.06872391700744629
0.0443720817565918,0.06923317909240723
0.04476785659790039,0.06921744346618652
0.04457592964172363,0.06959271430969238
0.044783830642700195,0.06930136680603027
0.04458284378051758,0.06939983367919922
0.04480457305908203,0.06922650337219238
0.04471135139465332,0.06950640678405762
0.038417816162109375,0.06985306739807129
0.04200315475463867,0.06882619857788086
0.044661521911621094,0.0691063404083252
0.044524192810058594,0.06943249702453613
0.04480695724487305,0.06921696662902832
